时间	Default1	Default2	Default3	Default4	Default5	Default6	Default7	Default8	TC1控制温度	TC1实际温度	TC1实际输出电压	TC1实际输出电流	TC1实际输出功率	TC2控制温度	TC2实际温度	TC2实际输出电压	TC2实际输出电流	TC2实际输出功率	压力(电压值)	压力(g)	步进电机当前位置	温度	湿度	LD设定温度(度)	LD实际温度(度)	LD设定温度(脉冲值)	LD实际温度(脉冲值)	LD PWM(功率)
45995.89409375	0	26.655	26.655	0	0	0	0	0	0	30.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.89478125	0	26.755	26.755	0	0	0	0	0	0	30.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.8948275463	0	26.695	26.695	0	0	0	0	0	0	30.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.895125	0	26.73	26.73	0	0	0	0	0	0	30.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.89571875	0	26.64	26.64	0	0	0	0	0	0	30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.8957650463	0	26.715	26.715	0	0	0	0	0	0	30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.8967662037	0	26.6	26.6	0	0	0	0	0	0	30.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.8971099537	0	26.655	26.655	0	0	0	0	0	0	30.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.899	0	26.435	26.435	0	0	0	0	0	0	30.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.8996875	0	26.51	26.51	0	0	0	0	0	0	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9000775463	0	26.555	26.555	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9001412037	0	26.55	26.55	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9004212963	0	26.48	26.48	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90078125	0	26.545	26.545	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9011712963	0	26.72	26.72	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9012349537	0	26.71	26.71	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9015775463	0	26.66	26.66	0	0	0	0	0	0	30.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9016412037	0	26.7	26.7	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90203125	0	26.64	26.64	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.902375	0	26.64	26.64	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9024212963	0	26.67	26.67	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9026724537	0	26.575	26.575	0	0	0	0	0	0	30.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90271875	0	26.57	26.57	0	0	0	0	0	0	30.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.903125	0	26.625	26.625	0	0	0	0	0	0	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9033587963	0	26.475	26.475	0	0	0	0	0	0	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9034224537	0	26.48	26.48	0	0	0	0	0	0	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90371875	0	26.58	26.58	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9040625	0	26.48	26.48	0	0	0	0	0	0	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9041087963	0	26.565	26.565	0	0	0	0	0	0	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90440625	0	26.695	26.695	0	0	0	0	0	0	30.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90490625	0	26.68	26.68	0	0	0	0	0	0	30.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90525	0	26.7	26.7	0	0	0	0	0	0	30.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9060625	0	26.515	26.515	0	0	0	0	0	0	30.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90734375	0	26.445	26.445	0	0	0	0	0	0	30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9079375	0	26.475	26.475	0	0	0	0	0	0	30.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90828125	0	26.525	26.525	0	0	0	0	0	0	30.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.90903125	0	26.69	26.69	0	0	0	0	0	0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9093287037	0	26.5	26.5	0	0	0	0	0	0	31.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.909375	0	26.455	26.455	0	0	0	0	0	0	31.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9107650463	0	26.435	26.435	0	0	0	0	0	0	30.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9108287037	0	26.54	26.54	0	0	0	0	0	0	30.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9118125	0	26.575	26.575	0	0	0	0	0	0	30.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9121099537	0	26.635	26.635	0	0	0	0	0	0	30.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.91215625	0	26.615	26.615	0	0	0	0	0	0	30.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9134837963	0	26.595	26.595	0	0	0	0	0	0	30.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9138275463	0	26.52	26.52	0	0	0	0	0	0	30.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9138912037	0	26.51	26.51	0	0	0	0	0	0	30.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9139375	0	26.575	26.575	0	0	0	0	0	0	30.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.91428125	0	26.565	26.565	0	0	0	0	0	0	30.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.91484375	0	26.5	26.5	0	0	0	0	0	0	30.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9154849537	0	26.48	26.48	0	0	0	0	0	0	30.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9158275463	0	26.475	26.475	0	0	0	0	0	0	30.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9158912037	0	26.575	26.575	0	0	0	0	0	0	30.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9159375	0	26.465	26.465	0	0	0	0	0	0	30.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.91628125	0	26.58	26.58	0	0	0	0	0	0	30.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.91696875	0	26.65	26.65	0	0	0	0	0	0	30.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.91765625	0	26.635	26.635	0	0	0	0	0	0	30.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9180625	0	26.54	26.54	0	0	0	0	0	0	30.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9195625	0	26.58	26.58	0	0	0	0	0	0	30.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9196087963	0	26.67	26.67	0	0	0	0	0	0	30.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9203125	0	26.565	26.565	0	0	0	0	0	0	30.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92065625	0	26.445	26.445	0	0	0	0	0	0	30.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9212962963	0	26.515	26.515	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9213599537	0	26.565	26.565	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92165625	0	26.385	26.385	0	0	0	0	0	0	30.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9224537037	0	26.38	26.38	0	0	0	0	0	0	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92309375	0	26.62	26.62	0	0	0	0	0	0	30.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9235	0	26.46	26.46	0	0	0	0	0	0	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9235462963	0	26.505	26.505	0	0	0	0	0	0	30.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9241400463	0	26.675	26.675	0	0	0	0	0	0	30.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9244837963	0	26.67	26.67	0	0	0	0	0	0	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9245474537	0	26.665	26.665	0	0	0	0	0	0	30.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9248912037	0	26.585	26.585	0	0	0	0	0	0	30.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9249375	0	26.655	26.655	0	0	0	0	0	0	30.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9252337963	0	26.63	26.63	0	0	0	0	0	0	30.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92553125	0	26.56	26.56	0	0	0	0	0	0	30.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9263287037	0	26.48	26.48	0	0	0	0	0	0	30.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.926375	0	26.555	26.555	0	0	0	0	0	0	30.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92671875	0	26.585	26.585	0	0	0	0	0	0	30.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9270787037	0	26.585	26.585	0	0	0	0	0	0	30.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9278287037	0	26.6	26.6	0	0	0	0	0	0	30.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.927875	0	26.565	26.565	0	0	0	0	0	0	30.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9282650463	0	26.665	26.665	0	0	0	0	0	0	30.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9286087963	0	26.64	26.64	0	0	0	0	0	0	30.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9286724537	0	26.7	26.7	0	0	0	0	0	0	30.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92871875	0	26.675	26.675	0	0	0	0	0	0	30.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9290150463	0	26.6	26.6	0	0	0	0	0	0	30.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9293125	0	26.495	26.495	0	0	0	0	0	0	30.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9293587963	0	26.5	26.5	0	0	0	0	0	0	30.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9296099537	0	26.48	26.48	0	0	0	0	0	0	30.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.92965625	0	26.535	26.535	0	0	0	0	0	0	30.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9300625	0	26.61	26.61	0	0	0	0	0	0	30.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93040625	0	26.64	26.64	0	0	0	0	0	0	30.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93075	0	26.63	26.63	0	0	0	0	0	0	30.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9310462963	0	26.495	26.495	0	0	0	0	0	0	30.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9318900463	0	26.595	26.595	0	0	0	0	0	0	30.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93225	0	26.57	26.57	0	0	0	0	0	0	30.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9325474537	0	26.375	26.375	0	0	0	0	0	0	30.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93259375	0	26.445	26.445	0	0	0	0	0	0	30.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9329375	0	26.53	26.53	0	0	0	0	0	0	30.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9333275463	0	26.55	26.55	0	0	0	0	0	0	30.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9336875	0	26.565	26.565	0	0	0	0	0	0	30.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9340775463	0	26.515	26.515	0	0	0	0	0	0	30.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9341412037	0	26.54	26.54	0	0	0	0	0	0	30.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9344212963	0	26.635	26.635	0	0	0	0	0	0	30.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9344849537	0	26.52	26.52	0	0	0	0	0	0	30.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93453125	0	26.555	26.555	0	0	0	0	0	0	30.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.934875	0	26.61	26.61	0	0	0	0	0	0	30.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9352349537	0	26.505	26.505	0	0	0	0	0	0	30.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93528125	0	26.555	26.555	0	0	0	0	0	0	30.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93603125	0	26.555	26.555	0	0	0	0	0	0	30.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.936375	0	26.58	26.58	0	0	0	0	0	0	30.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93671875	0	26.625	26.625	0	0	0	0	0	0	30.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.937125	0	26.495	26.495	0	0	0	0	0	0	30.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9374224537	0	26.515	26.515	0	0	0	0	0	0	30.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93746875	0	26.51	26.51	0	0	0	0	0	0	30.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9381087963	0	26.44	26.44	0	0	0	0	0	0	30.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9381724537	0	26.555	26.555	0	0	0	0	0	0	30.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9388587963	0	26.595	26.595	0	0	0	0	0	0	30.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9391099537	0	26.615	26.615	0	0	0	0	0	0	30.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.93915625	0	26.59	26.59	0	0	0	0	0	0	30.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9394525463	0	26.585	26.585	0	0	0	0	0	0	30.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9397962963	0	26.5	26.5	0	0	0	0	0	0	30.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9398599537	0	26.47	26.47	0	0	0	0	0	0	30.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9402662037	0	26.685	26.685	0	0	0	0	0	0	30.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9410162037	0	26.625	26.625	0	0	0	0	0	0	30.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9413599537	0	26.575	26.575	0	0	0	0	0	0	30.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94140625	0	26.57	26.57	0	0	0	0	0	0	30.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9417962963	0	26.64	26.64	0	0	0	0	0	0	30.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9418599537	0	26.515	26.515	0	0	0	0	0	0	30.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94190625	0	26.455	26.455	0	0	0	0	0	0	30.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9425	0	26.5	26.5	0	0	0	0	0	0	30.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9427974537	0	26.52	26.52	0	0	0	0	0	0	29.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94284375	0	26.57	26.57	0	0	0	0	0	0	29.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9431875	0	26.54	26.54	0	0	0	0	0	0	29.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9435474537	0	26.56	26.56	0	0	0	0	0	0	29.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9438912037	0	26.55	26.55	0	0	0	0	0	0	29.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94434375	0	26.56	26.56	0	0	0	0	0	0	29.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9446875	0	26.51	26.51	0	0	0	0	0	0	29.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9450474537	0	26.515	26.515	0	0	0	0	0	0	29.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9454375	0	26.645	26.645	0	0	0	0	0	0	29.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9454837963	0	26.485	26.485	0	0	0	0	0	0	29.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94578125	0	26.6	26.6	0	0	0	0	0	0	29.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94653125	0	26.555	26.555	0	0	0	0	0	0	29.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94703125	0	26.445	26.445	0	0	0	0	0	0	29.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.947375	0	26.495	26.495	0	0	0	0	0	0	29.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9480787037	0	26.435	26.435	0	0	0	0	0	0	29.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.94921875	0	26.5	26.5	0	0	0	0	0	0	29.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9492650463	0	26.46	26.46	0	0	0	0	0	0	29.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9495625	0	26.545	26.545	0	0	0	0	0	0	29.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9496087963	0	26.405	26.405	0	0	0	0	0	0	29.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9506099537	0	26.37	26.37	0	0	0	0	0	0	29.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95065625	0	26.39	26.39	0	0	0	0	0	0	29.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9524375	0	26.535	26.535	0	0	0	0	0	0	29.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95284375	0	26.425	26.425	0	0	0	0	0	0	29.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9528900463	0	26.38	26.38	0	0	0	0	0	0	29.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9536875	0	26.34	26.34	0	0	0	0	0	0	29.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9544375	0	26.53	26.53	0	0	0	0	0	0	29.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95503125	0	26.48	26.48	0	0	0	0	0	0	29.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.955625	0	26.55	26.55	0	0	0	0	0	0	29.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9561412037	0	26.46	26.46	0	0	0	0	0	0	29.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9561875	0	26.51	26.51	0	0	0	0	0	0	29.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9562337963	0	26.395	26.395	0	0	0	0	0	0	29.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95653125	0	26.315	26.315	0	0	0	0	0	0	29.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95728125	0	26.58	26.58	0	0	0	0	0	0	29.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9573275463	0	26.545	26.545	0	0	0	0	0	0	29.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95796875	0	26.485	26.485	0	0	0	0	0	0	29.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9591724537	0	26.395	26.395	0	0	0	0	0	0	29.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.95921875	0	26.425	26.425	0	0	0	0	0	0	29.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9595150463	0	26.46	26.46	0	0	0	0	0	0	29.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9598587963	0	26.46	26.46	0	0	0	0	0	0	29.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9602650463	0	26.315	26.315	0	0	0	0	0	0	29.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9603287037	0	26.44	26.44	0	0	0	0	0	0	29.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.960375	0	26.48	26.48	0	0	0	0	0	0	29.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96071875	0	26.365	26.365	0	0	0	0	0	0	29.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9610787037	0	26.39	26.39	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.961125	0	26.39	26.39	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96146875	0	26.46	26.46	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96290625	0	26.4	26.4	0	0	0	0	0	0	29.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96325	0	26.405	26.405	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9636099537	0	26.515	26.515	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96365625	0	26.6	26.6	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9651099537	0	26.385	26.385	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96515625	0	26.465	26.465	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9655	0	26.455	26.455	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9655462963	0	26.485	26.485	0	0	0	0	0	0	29.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96590625	0	26.395	26.395	0	0	0	0	0	0	29.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96675	0	26.38	26.38	0	0	0	0	0	0	29.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96709375	0	26.51	26.51	0	0	0	0	0	0	29.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9673912037	0	26.405	26.405	0	0	0	0	0	0	29.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9674375	0	26.495	26.495	0	0	0	0	0	0	29.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96828125	0	26.49	26.49	0	0	0	0	0	0	29.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9689849537	0	26.37	26.37	0	0	0	0	0	0	29.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.96903125	0	26.415	26.415	0	0	0	0	0	0	29.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9694375	0	26.54	26.54	0	0	0	0	0	0	29.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9701412037	0	26.46	26.46	0	0	0	0	0	0	28.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9704212963	0	26.665	26.665	0	0	0	0	0	0	28.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45995.9704849537	0	26.58	26.58	0	0	0	0	0	0	28.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
